it; best; temp
6320; 7; 8.7265e-10
6330; 7; 8.29987e-10
6340; 7; 7.89409e-10
6350; 7; 7.50815e-10
6360; 7; 7.14107e-10
6370; 7; 6.79195e-10
6380; 7; 6.45989e-10
6390; 7; 6.14407e-10
6400; 7; 5.84368e-10
6410; 7; 5.55799e-10
6420; 7; 5.28626e-10
6430; 7; 5.02781e-10
6440; 7; 4.782e-10
6450; 7; 4.54821e-10
6460; 7; 4.32585e-10
6470; 7; 4.11436e-10
6480; 7; 3.91321e-10
6490; 7; 3.72189e-10
6500; 7; 3.53993e-10
6510; 7; 3.36686e-10
6520; 7; 3.20226e-10
6530; 7; 3.0457e-10
6540; 7; 2.8968e-10
6550; 7; 2.75517e-10
6560; 7; 2.62047e-10
6570; 7; 2.49236e-10
6580; 7; 2.37051e-10
6590; 7; 2.25461e-10
6600; 7; 2.14439e-10
6610; 7; 2.03955e-10
6620; 7; 1.93983e-10
6630; 7; 1.845e-10
6640; 7; 1.75479e-10
6650; 7; 1.669e-10
6660; 7; 1.58741e-10
6670; 7; 1.5098e-10
6680; 7; 1.43598e-10
6690; 7; 1.36578e-10
6700; 7; 1.29901e-10
6710; 7; 1.2355e-10
6720; 7; 1.17509e-10
6730; 7; 1.11764e-10
6740; 7; 1.063e-10
6750; 7; 1.01103e-10
6760; 7; 9.61603e-11
6770; 7; 9.1459e-11
6780; 7; 8.69876e-11
6790; 7; 8.27348e-11
6800; 7; 7.86899e-11
6810; 7; 7.48428e-11
6820; 7; 7.11837e-11
6830; 7; 6.77036e-11
6840; 7; 6.43935e-11
6850; 7; 6.12453e-11
6860; 7; 5.82511e-11
6870; 7; 5.54032e-11
6880; 7; 5.26945e-11
6890; 7; 5.01183e-11
6900; 7; 4.7668e-11
6910; 7; 4.53375e-11
6920; 7; 4.3121e-11
6930; 7; 4.10128e-11
6940; 7; 3.90077e-11
6950; 7; 3.71006e-11
6960; 7; 3.52868e-11
6970; 7; 3.35616e-11
6980; 7; 3.19208e-11
6990; 7; 3.03602e-11
7000; 7; 2.88759e-11
7010; 7; 2.74641e-11
7020; 7; 2.61214e-11
7030; 7; 2.48444e-11
7040; 7; 2.36297e-11
7050; 7; 2.24745e-11
7060; 7; 2.13757e-11
7070; 7; 2.03306e-11
7080; 7; 1.93367e-11
7090; 7; 1.83913e-11
7100; 7; 1.74922e-11
7110; 7; 1.6637e-11
7120; 7; 1.58236e-11
7130; 7; 1.505e-11
7140; 7; 1.43142e-11
7150; 7; 1.36144e-11
7160; 7; 1.29488e-11
7170; 7; 1.23157e-11
7180; 7; 1.17136e-11
7190; 7; 1.11409e-11
7200; 7; 1.05962e-11
7210; 7; 1.00782e-11
7220; 7; 9.58546e-12
7230; 7; 9.11683e-12
7240; 7; 8.67111e-12
7250; 7; 8.24718e-12
7260; 7; 7.84398e-12
7270; 7; 7.46048e-12
7280; 7; 7.09574e-12
7290; 7; 6.74883e-12
7300; 7; 6.41888e-12
7310; 7; 6.10506e-12
7320; 7; 5.80659e-12
7330; 7; 5.52271e-12
7340; 7; 5.2527e-12
7350; 7; 4.9959e-12
7360; 7; 4.75165e-12
7370; 7; 4.51934e-12
7380; 7; 4.29839e-12
7390; 7; 4.08824e-12
7400; 7; 3.88837e-12
7410; 7; 3.69827e-12
7420; 7; 3.51746e-12
7430; 7; 3.34549e-12
7440; 7; 3.18193e-12
7450; 7; 3.02637e-12
7460; 7; 2.87841e-12
7470; 7; 2.73768e-12
7480; 7; 2.60384e-12
7490; 7; 2.47654e-12
7500; 7; 2.35546e-12
7510; 7; 2.2403e-12
7520; 7; 2.13077e-12
7530; 7; 2.0266e-12
7540; 7; 1.92752e-12
7550; 7; 1.83328e-12
7560; 7; 1.74365e-12
7570; 7; 1.65841e-12
7580; 7; 1.57733e-12
7590; 7; 1.50021e-12
7600; 7; 1.42687e-12
7610; 7; 1.35711e-12
7620; 7; 1.29076e-12
7630; 7; 1.22765e-12
7640; 7; 1.16763e-12
7650; 7; 1.11055e-12
7660; 7; 1.05625e-12
7670; 7; 1.00461e-12
7680; 7; 9.55499e-13
7690; 7; 9.08785e-13
7700; 7; 8.64354e-13
7710; 7; 8.22096e-13
7720; 7; 7.81904e-13
7730; 7; 7.43677e-13
7740; 7; 7.07318e-13
7750; 7; 6.72738e-13
7760; 7; 6.39848e-13
7770; 7; 6.08566e-13
7780; 7; 5.78813e-13
7790; 7; 5.50515e-13
7800; 7; 5.236e-13
7810; 7; 4.98001e-13
7820; 7; 4.73654e-13
7830; 7; 4.50497e-13
7840; 7; 4.28473e-13
7850; 7; 4.07525e-13
7860; 7; 3.87601e-13
7870; 7; 3.68651e-13
7880; 7; 3.50628e-13
7890; 7; 3.33486e-13
7900; 7; 3.17182e-13
7910; 7; 3.01675e-13
7920; 7; 2.86926e-13
7930; 7; 2.72898e-13
7940; 7; 2.59556e-13
7950; 7; 2.46866e-13
7960; 7; 2.34797e-13
7970; 7; 2.23318e-13
7980; 7; 2.124e-13
7990; 7; 2.02016e-13
8000; 7; 1.92139e-13
8010; 7; 1.82746e-13
8020; 7; 1.73811e-13
8030; 7; 1.65314e-13
8040; 7; 1.57231e-13
8050; 7; 1.49544e-13
8060; 7; 1.42233e-13
8070; 7; 1.35279e-13
8080; 7; 1.28666e-13
8090; 7; 1.22375e-13
8100; 7; 1.16392e-13
8110; 7; 1.10702e-13
8120; 7; 1.0529e-13
8130; 7; 1.00142e-13
8140; 7; 9.52461e-14
8150; 7; 9.05895e-14
8160; 7; 8.61606e-14
8170; 7; 8.19483e-14
8180; 7; 7.79418e-14
8190; 7; 7.41312e-14
8200; 7; 7.0507e-14
8210; 7; 6.70599e-14
8220; 7; 6.37814e-14
8230; 7; 6.06631e-14
8240; 7; 5.76973e-14
8250; 7; 5.48765e-14
8260; 7; 5.21936e-14
8270; 7; 4.96418e-14
8280; 7; 4.72148e-14
8290; 7; 4.49065e-14
8300; 7; 4.2711e-14
8310; 7; 4.06229e-14
8320; 7; 3.86369e-14
8330; 7; 3.67479e-14
8340; 7; 3.49513e-14
8350; 7; 3.32425e-14
8360; 7; 3.16173e-14
8370; 7; 3.00716e-14
8380; 7; 2.86014e-14
8390; 7; 2.7203e-14
8400; 7; 2.58731e-14
8410; 7; 2.46082e-14
8420; 7; 2.34051e-14
8430; 7; 2.22608e-14
8440; 7; 2.11725e-14
8450; 7; 2.01373e-14
8460; 7; 1.91528e-14
8470; 7; 1.82165e-14
8480; 7; 1.73259e-14
8490; 7; 1.64788e-14
8500; 7; 1.56732e-14
8510; 7; 1.49069e-14
8520; 7; 1.41781e-14
8530; 7; 1.34849e-14
8540; 7; 1.28257e-14
8550; 7; 1.21986e-14
8560; 7; 1.16022e-14
8570; 7; 1.1035e-14
8580; 7; 1.04955e-14
8590; 7; 9.98237e-15
8600; 7; 9.49433e-15
8610; 7; 9.03016e-15
8620; 7; 8.58867e-15
8630; 7; 8.16877e-15
8640; 7; 7.7694e-15
8650; 7; 7.38956e-15
8660; 7; 7.02828e-15
8670; 7; 6.68467e-15
8680; 7; 6.35786e-15
8690; 7; 6.04702e-15
8700; 7; 5.75139e-15
8710; 7; 5.4702e-15
8720; 7; 5.20276e-15
8730; 7; 4.9484e-15
8740; 7; 4.70647e-15
8750; 7; 4.47638e-15
8760; 7; 4.25753e-15
8770; 7; 4.04938e-15
8780; 7; 3.8514e-15
8790; 7; 3.66311e-15
8800; 7; 3.48402e-15
8810; 7; 3.31369e-15
8820; 7; 3.15168e-15
8830; 7; 2.9976e-15
8840; 7; 2.85104e-15
8850; 7; 2.71166e-15
8860; 7; 2.57908e-15
8870; 7; 2.45299e-15
8880; 7; 2.33307e-15
8890; 7; 2.219e-15
8900; 7; 2.11052e-15
8910; 7; 2.00733e-15
8920; 7; 1.90919e-15
8930; 7; 1.81585e-15
8940; 7; 1.72708e-15
8950; 7; 1.64264e-15
8960; 7; 1.56233e-15
8970; 7; 1.48595e-15
8980; 7; 1.4133e-15
8990; 7; 1.34421e-15
9000; 7; 1.27849e-15
9010; 7; 1.21598e-15
9020; 7; 1.15653e-15
9030; 7; 1.09999e-15
9040; 7; 1.04621e-15
9050; 7; 9.95063e-16
9060; 7; 9.46415e-16
9070; 7; 9.00145e-16
9080; 7; 8.56137e-16
9090; 7; 8.1428e-16
9100; 7; 7.7447e-16
9110; 7; 7.36607e-16
9120; 7; 7.00594e-16
9130; 7; 6.66342e-16
9140; 7; 6.33765e-16
9150; 7; 6.0278e-16
9160; 7; 5.7331e-16
9170; 7; 5.45281e-16
9180; 7; 5.18622e-16
9190; 7; 4.93267e-16
9200; 7; 4.69151e-16
9210; 7; 4.46214e-16
9220; 7; 4.24399e-16
9230; 7; 4.0365e-16
9240; 7; 3.83916e-16
9250; 7; 3.65146e-16
9260; 7; 3.47294e-16
9270; 7; 3.30315e-16
9280; 7; 3.14166e-16
9290; 7; 2.98807e-16
9300; 7; 2.84198e-16
9310; 7; 2.70304e-16
9320; 7; 2.57088e-16
9330; 7; 2.44519e-16
9340; 7; 2.32565e-16
9350; 7; 2.21195e-16
9360; 7; 2.10381e-16
9370; 7; 2.00095e-16
9380; 7; 1.90313e-16
9390; 7; 1.81008e-16
9400; 7; 1.72159e-16
9410; 7; 1.63742e-16
9420; 7; 1.55737e-16
9430; 7; 1.48123e-16
9440; 7; 1.40881e-16
9450; 7; 1.33993e-16
9460; 7; 1.27442e-16
9470; 7; 1.21212e-16
9480; 7; 1.15286e-16
9490; 7; 1.09649e-16
9500; 7; 1.04289e-16
9510; 7; 9.919e-17
9520; 7; 9.43406e-17
9530; 7; 8.97283e-17
9540; 7; 8.53415e-17
9550; 7; 8.11692e-17
9560; 7; 7.72008e-17
9570; 7; 7.34265e-17
9580; 7; 6.98367e-17
9590; 7; 6.64224e-17
9600; 7; 6.3175e-17
9610; 7; 6.00864e-17
9620; 7; 5.71488e-17
9630; 7; 5.43548e-17
9640; 7; 5.16974e-17
9650; 7; 4.91699e-17
9660; 7; 4.6766e-17
9670; 7; 4.44796e-17
9680; 7; 4.2305e-17
9690; 7; 4.02367e-17
9700; 7; 3.82695e-17
9710; 7; 3.63985e-17
9720; 7; 3.4619e-17
9730; 7; 3.29265e-17
9740; 7; 3.13167e-17
9750; 7; 2.97857e-17
9760; 7; 2.83294e-17
9770; 7; 2.69444e-17
9780; 7; 2.56271e-17
9790; 7; 2.43742e-17
9800; 7; 2.31826e-17
9810; 7; 2.20492e-17
9820; 7; 2.09712e-17
9830; 7; 1.99459e-17
9840; 7; 1.89708e-17
9850; 7; 1.80433e-17
9860; 7; 1.71611e-17
9870; 7; 1.63221e-17
9880; 7; 1.55241e-17
9890; 7; 1.47652e-17
9900; 7; 1.40433e-17
9910; 7; 1.33567e-17
9920; 7; 1.27037e-17
9930; 7; 1.20826e-17
9940; 7; 1.14919e-17
9950; 7; 1.09301e-17
9960; 7; 1.03957e-17
9970; 7; 9.88747e-18
9980; 7; 9.40407e-18
9990; 7; 8.94431e-18
10000; 7; 8.50702e-18
10010; 7; 8.09111e-18
10020; 7; 7.69554e-18
10030; 7; 7.31931e-18
10040; 7; 6.96147e-18
10050; 7; 6.62112e-18
10060; 7; 6.29741e-18
10070; 7; 5.98954e-18
10080; 7; 5.69671e-18
10090; 7; 5.4182e-18
10100; 7; 5.1533e-18
10110; 7; 4.90136e-18
10120; 7; 4.66173e-18
10130; 7; 4.43382e-18
10140; 7; 4.21705e-18
10150; 7; 4.01088e-18
10160; 7; 3.81479e-18
10170; 7; 3.62828e-18
10180; 7; 3.4509e-18
10190; 7; 3.28218e-18
10200; 7; 3.12172e-18
10210; 7; 2.9691e-18
10220; 7; 2.82394e-18
10230; 7; 2.68588e-18
10240; 7; 2.55456e-18
10250; 7; 2.42967e-18
10260; 7; 2.31089e-18
10270; 7; 2.19791e-18
10280; 7; 2.09045e-18
10290; 7; 1.98825e-18
10300; 7; 1.89104e-18
10310; 7; 1.79859e-18
10320; 7; 1.71066e-18
10330; 7; 1.62702e-18
10340; 7; 1.54748e-18
10350; 7; 1.47182e-18
10360; 7; 1.39987e-18
10370; 7; 1.33143e-18
10380; 7; 1.26633e-18
10390; 7; 1.20442e-18
10400; 7; 1.14554e-18
10410; 7; 1.08953e-18
10420; 7; 1.03627e-18
10430; 7; 9.85603e-19
10440; 7; 9.37417e-19
10450; 7; 8.91587e-19
10460; 7; 8.47998e-19
10470; 7; 8.06539e-19
10480; 7; 7.67107e-19
10490; 7; 7.29604e-19
10500; 7; 6.93933e-19
10510; 7; 6.60007e-19
10520; 7; 6.27739e-19
10530; 7; 5.97049e-19
10540; 7; 5.6786e-19
10550; 7; 5.40097e-19
10560; 7; 5.13692e-19
10570; 7; 4.88578e-19
10580; 7; 4.64691e-19
10590; 7; 4.41972e-19
10600; 7; 4.20364e-19
10610; 7; 3.99813e-19
10620; 7; 3.80266e-19
10630; 7; 3.61675e-19
10640; 7; 3.43993e-19
10650; 7; 3.27175e-19
10660; 7; 3.11179e-19
10670; 7; 2.95966e-19
10680; 7; 2.81496e-19
10690; 7; 2.67734e-19
10700; 7; 2.54644e-19
10710; 7; 2.42195e-19
10720; 7; 2.30354e-19
10730; 7; 2.19092e-19
10740; 7; 2.08381e-19
10750; 7; 1.98193e-19
10760; 7; 1.88503e-19
10770; 7; 1.79287e-19
10780; 7; 1.70522e-19
10790; 7; 1.62185e-19
10800; 7; 1.54256e-19
10810; 7; 1.46714e-19
10820; 7; 1.39542e-19
10830; 7; 1.32719e-19
10840; 7; 1.26231e-19
10850; 7; 1.20059e-19
10860; 7; 1.1419e-19
10870; 7; 1.08607e-19
10880; 7; 1.03297e-19
10890; 7; 9.8247e-20
10900; 7; 9.34437e-20
10910; 7; 8.88753e-20
10920; 7; 8.45302e-20
10930; 7; 8.03975e-20
10940; 7; 7.64669e-20
10950; 7; 7.27284e-20
10960; 7; 6.91727e-20
10970; 7; 6.57909e-20
10980; 7; 6.25744e-20
10990; 7; 5.95151e-20
11000; 7; 5.66054e-20
11010; 7; 5.3838e-20
11020; 7; 5.12059e-20
11030; 7; 4.87024e-20
11040; 7; 4.63214e-20
11050; 7; 4.40567e-20
11060; 7; 4.19028e-20
11070; 7; 3.98542e-20
11080; 7; 3.79057e-20
11090; 7; 3.60525e-20
11100; 7; 3.42899e-20
11110; 7; 3.26135e-20
11120; 7; 3.1019e-20
11130; 7; 2.95025e-20
11140; 7; 2.80601e-20
11150; 7; 2.66883e-20
11160; 7; 2.53835e-20
11170; 7; 2.41425e-20
11180; 7; 2.29622e-20
11190; 7; 2.18395e-20
11200; 7; 2.07718e-20
11210; 7; 1.97563e-20
11220; 7; 1.87904e-20
11230; 7; 1.78717e-20
11240; 7; 1.6998e-20
11250; 7; 1.6167e-20
11260; 7; 1.53766e-20
11270; 7; 1.46248e-20
11280; 7; 1.39098e-20
11290; 7; 1.32297e-20
11300; 7; 1.25829e-20
11310; 7; 1.19678e-20
11320; 7; 1.13827e-20
11330; 7; 1.08262e-20
11340; 7; 1.02969e-20
11350; 7; 9.79347e-21
11360; 7; 9.31467e-21
11370; 7; 8.85927e-21
11380; 7; 8.42614e-21
11390; 7; 8.01419e-21
11400; 7; 7.62238e-21
11410; 7; 7.24972e-21
11420; 7; 6.89528e-21
11430; 7; 6.55817e-21
11440; 7; 6.23755e-21
11450; 7; 5.93259e-21
11460; 7; 5.64255e-21
11470; 7; 5.36669e-21
11480; 7; 5.10431e-21
11490; 7; 4.85476e-21
11500; 7; 4.61741e-21
11510; 7; 4.39167e-21
11520; 7; 4.17696e-21
11530; 7; 3.97275e-21
11540; 7; 3.77852e-21
11550; 7; 3.59379e-21
11560; 7; 3.41809e-21
11570; 7; 3.25098e-21
11580; 7; 3.09204e-21
11590; 7; 2.94087e-21
11600; 7; 2.79709e-21
11610; 7; 2.66034e-21
11620; 7; 2.53028e-21
11630; 7; 2.40657e-21
11640; 7; 2.28892e-21
11650; 7; 2.17701e-21
11660; 7; 2.07058e-21
11670; 7; 1.96935e-21
11680; 7; 1.87307e-21
11690; 7; 1.78149e-21
11700; 7; 1.6944e-21
11710; 7; 1.61156e-21
11720; 7; 1.53277e-21
11730; 7; 1.45783e-21
11740; 7; 1.38656e-21
11750; 7; 1.31877e-21
11760; 7; 1.25429e-21
11770; 7; 1.19297e-21
11780; 7; 1.13465e-21
11790; 7; 1.07918e-21
11800; 7; 1.02641e-21
11810; 7; 9.76233e-22
11820; 7; 9.28505e-22
11830; 7; 8.83111e-22
11840; 7; 8.39936e-22
11850; 7; 7.98871e-22
11860; 7; 7.59815e-22
11870; 7; 7.22667e-22
11880; 7; 6.87336e-22
11890; 7; 6.53732e-22
11900; 7; 6.21772e-22
11910; 7; 5.91373e-22
11920; 7; 5.62461e-22
11930; 7; 5.34962e-22
11940; 7; 5.08808e-22
11950; 7; 4.83933e-22
11960; 7; 4.60273e-22
11970; 7; 4.37771e-22
11980; 7; 4.16368e-22
11990; 7; 3.96012e-22
12000; 7; 3.76651e-22
12010; 7; 3.58236e-22
12020; 7; 3.40722e-22
12030; 7; 3.24064e-22
12040; 7; 3.08221e-22
12050; 7; 2.93152e-22
12060; 7; 2.7882e-22
12070; 7; 2.65188e-22
12080; 7; 2.52223e-22
12090; 7; 2.39892e-22
12100; 7; 2.28164e-22
